sundanese:0 "Sundanese"
repel_the_french:0 "Repel the French"
the_shroud_of_turin:0 "The Shroud of Turin"
sav_mercenary_tradition:0 "Mercenary Tradition"
crush_the_vaudois:0 "Crush the Vaudois"
savoyard_flexibility:0 "Savoyard Flexibility"
alpine_tolls:0 "Alpine Tolls"
savoyard_legitimacy:0 "Savoyard Legitimacy"
SAX_ideas:0 "Saxon Ideas"
albertine_and_ernestine:0 "Albertine and Ernestine lines"
meissner_porcelain:0 "Meissner Porcelain"
the_zwinger:0 "The Zwinger"
wittenberg_university:0 "Wittenberg University"
corpus_evangelicorum:0 "Corpus Evangelicorum"
sax_principal_line:0 "The Principal Line"
the_saxon_circle:0 "The Saxon Circle"
LIT_ideas:0 "Lithuanian Ideas"
warlord_dukes:0 "Warlord Dukes"
auksine_laisve:0 "Auksine Laisve"
magdeburg_laws:0 "Magdeburg Laws"
magnate_estates:0 "Magnate Estates"
lithuanian_hussars:0 "Lithuanian Hussars"
statutes_of_lithuania:0 "Statutes of Lithuania"
lithuanian_renaissance:0 "Lithuanian Renaissance"
berber_ideas:0 "Berber Ideas"
ber_barbary_pirates:0 "Barbary Pirates"
desert_warfare:0 "Desert Warfare"
trans_saharan_trade:0 "Trans-Saharan Trade"
corsairs:0 "Corsairs"
tuareg_cavalry:0 "Tuareg Cavalry"
dual_diplomacy:0 "Dual Diplomacy"
brothers_barbarossa:0 "The Brothers Barbarossa"
indian_muslim_ideas:0 "Indian Sultanate Ideas"
tolerate_idol_worshippers_i:0 "Tolerate the Idol Worshipers"
persian_court:0 "Court Persian"
comphrehensive_land_survey:0 "Comprehensive Land Survey"
counting_the_people:0 "Counting the People"
equality_under_law:0 "Equality Under the Law"
high_court_culture:0 "High Court Culture"
sultanate_bureaucracy:0 "Sultanate Bureaucracy"
horde_ideas:0 "Horde Ideas"
life_of_steppe_warrior:0 "The Life of a Steppe Warrior"
horse_supplies:0 "Horse Supplies"
steppe_leaders:0 "Steppe Leaders"
traditions_of_the_great_khan:0 "Traditions of the Great Khan"
tradition_of_conquest:0 "The Tradition of Conquest"
logistics_of_khan:0 "Logistics of the Khan"
glory_of_conquest:0 "The Glory of Conquest"
horde_gov_ideas:1 "Horde Ideas"
horse_lords:0 "Horse-lords of the Steppes"
beyond_the_sun:0 "Beyond the Sun"
mandate_of_the_khan:0 "Mandate of the Khan"
there_shall_be_no_grass:0 "There Shall Be No Grass"
horde_loyalty:0 "Horde Loyalty"
watchers_of_the_silk_road:0 "Watchers of the Silk Road"
a_magnanimous_empire:0 "A Magnanimous Empire"
theocracy_ideas:0 "Divine Ideas"
holy_order:0 "Holy Order"
church_administration:0 "Church Administration"
true_defender_of_the_faith:0 "True Defender of the Faith"
turn_the_other_cheek:0 "Turn the Other Cheek"
onward_christian_soldiers:0 "Onward Christian Soldiers"
render_unto_ceasar:0 "Render unto Caesar"
no_witches:0 "Let No Man Tolerate the Witch"
default_ideas:0 "National Ideas"
theocracy_gov_ideas:0 "Divine Ideas"
servants_of_god:0 "Servants of God"
by_the_grace_of_god:0 "By the Grace of God"
friends_in_high_places:0 "Friends in High Places"
flesh_is_weak:0 "Flesh Is Weak"
alpha_and_omega:0 "Alpha and Omega"
conviction_of_sin:0 "Conviction of Sin"
martyrs:0 "Martyrs"
increase_discipline:0 "Preserve Our Troops"
increase_taxation:0 "Tax Reform"
cheaper_mercenaries:0 "Regulated Contracts"
increased_trade_power:0 "Contract Law"
increased_manpower:0 "Peasant Levy"
increased_trade_steering:0 "Mercantile Status"
increased_production_income:0 "Strengthening Land Tenure"
anatolian_beyliks_ideas:0 "Anatolian Ideas"
travelling_ozan:0 "Traveling Ozan"
seljuq_marches:0 "Seljuq Marches"
akinci_cavalry:0 "Akîncî Cavalry"
caravanserais:0 "Caravanserais"
anatolian_architecture:0 "Anatolian Architecture"
legacy_seljuqs_empire:0 "Legacy of the Great Seljuq Empire"
MAR_ideas:0 "Maratha Ideas"
tradition_of_military_service:0 "Tradition of Military Service"
forts_of_maharashtra:0 "Forts of Maharashtra"
peasant_soldiers:0 "Peasant Soldiers"
office_of_the_peshwa:0 "Office of the Peshwa"
encourage_ties_with_brahmin_financial_families:0 "Strengthen ties with Brahmin Financial Families"
reform_the_bureaucracy:0 "Reform The Bureaucracy"
expand_maratha_navy:0 "Expand Maratha Navy"
TAU_ideas:1 "Burmese Ideas"
legacy_of_the_pagan_dynasty:0 "Legacy of the Pagan dynasty"
mandala_system:0 "Mandala System"
nat_worship:0 "Nat Worship"
bayingyi:0 "Bayingyi"
chakravartin:0 "Chakravartin"
manu_kye_dhammathat:0 "Manu Kye Dhammathat"
the_hluttaw:0 "The Hluttaw"
rajput_ideas:0 "Rajput Ideas"
clan_loyalties:0 "Clan Loyalties"
fortifying_rajputana:0 "Fortifying Rajputana"
marwari_horses:0 "Marwari Horses"
rajput_resistance:0 "Rajput Resistance"
rajput_painting_school:0 "Create Rajput Painting School"
rajput_martial_ethos:0 "Martial Ethos"
marwari_trading_houses:0 "Rajput Trading Houses"
GRA_ideas:0 "Granada Ideas"
people_of_the_book:0 "People of the Book"
recover_al_andalus:0 "Recover Al Andalus"
beacon_of_learning:0 "Beacon of Learning"
strait_of_gibraltar:0 "Strait of Gibraltar"
alhambra:0 "Alhambra"
moors:0 "Moors"
successor_caliphate_cordoba:0 "Successor Caliphate of Cordoba"
PAP_ideas:0 "Papal Ideas"
ecclesiastical_primacy:0 "Ecclesiastical Primacy"
papal_investiture_and_tithes:0 "Papal Investiture and Tithes"
glory_of_rome:0 "Glory of Rome"
donation_of_constantine:0 "Donation of Constantine"
centralize_the_states:0 "Centralize the States"
the_vatican_museums:0 "The Vatican Museums"
holy_father:0 "The Holy Father"
daimyo_ideas:0 "Daimyo Ideas"
bushido:0 "Bushido"
bun_and_bu:0 "The Bun and the Bu"
honor_ancestors:0 "Honor the Ancestors"
five_rings:0 "The Five Rings"
wandering_ronin:0 "Wandering Ronin"
daimyo_idea:0 "Armies of the Daimyo"
honor_unto_death:0 "Honor Unto Death"
SER_ideas:0 "Serbian Ideas"
code_of_laws:0 "Code of Laws"
bastion_of_orthodoxy:0 "Bastion of Orthodoxy"
home_of_hussars:0 "Home of the Hussars"
alemannic_guard:0 "Alemannic Guard"
gold_mines:0 "Gold Mines"
mercenary_armies:0 "Mercenary Armies"
balkan_hajduks:0 "Balkan Hajduks"
ORI_ideas:0 "Orissan Ideas"
lord_of_elephants:0 "Lord of the Elephants"
servitor_of_jagganath:0 "Servitor of Jagannath"
parikshas:0 "Parikshas"
refined_cloth_production:0 "Refined Cloth Production"
patronize_temple_construction:0 "Patronize Temple Construction"
encourage_salt_trade:0 "Encourage the Salt Trade"
heritage_of_the_sadhabas:0 "Heritage of the Sadhabas"
PUN_ideas:0 "Punjabi Ideas"
breadbasket_of_india:0 "Breadbasket of India"
encourage_indo_persian_trade:0 "Encourage Indo-Persian Trade"
punjabi_textile_industry:0 "Punjabi Textile Industry"
foundation_of_the_khalsa:0 "The Khalsa"
gurmukhi_script:0 "Adopt Standardized Gurmukhi Script"
strength_of_the_misls:0 "Strength of the Misls"
reforming_the_punjabi_army:0 "Reforming the Punjabi Army"
RAG_ideas:0 "Ragusan Ideas"
ordo_marinaritiae:0 "Ordo Marinaritiae"
center_of_trade:0 "Center of Trade"
patronage:0 "Patronage"
ragusan_arsenal:0 "Ragusan Arsenal"
port_gruz:0 "Port Gruz"
non_bene_pro_toto_libertas_venditur_auro:0 "Non Bene Pro Toto Libertas Venditur Auro"
palace_of_the_rector:0 "Palace of the Rector"
german_ideas:0 "German Ideas"
zunft:0 "Zunft"
fruhlings_und_herbstmesse:0 "Frühlings- und Herbstmesse"
reichskreis:0 "Reichskreis"
polizeiordnung:0 "Polizeiordnung"
cuius_regio_eius_religio:0 "Cuius Regio, Eius Religio"
thurn_und_taxis:0 "Thurn und Taxis"
residenzstadt:0 "Residenzstadt"
RYU_ideas:0 "Ryukyuan Ideas"
ryu_chinese_investiture:0 "Chinese Investiture"
reform_the_ryukyuan_religion:0 "Reform the Ryukyuan Religion"
ryu_shuri_castle:0 "Shuri Castle"
ryu_maritime_com:0 "Maritime Commercialism"
ryu_sign_trade_agreements:0 "Sign Trade Agreements"
ryu_national_academy:0 "National Academy"
ryu_the_three_mountains:0 "The Three Mountains"
bengali_ideas:0 "Bengali Ideas"
ganges_brahmaputra_confluence:0 "Ganges-Brahmaputra Confluence"
rice_fields:0 "Bengal's Endlessly Productive Rice Fields"
hindu_sufi_syncretism:0 "Bengali Hindu-Sufi Syncretism"
mustard_oil_ilish_mach:0 "Mustard Oil & Ilish Mach"
jute_production:1 "Jute Production"
opium_fields:0 "Opium Fields of Bengal"
bengali_renaissance:0 "The Bengal Renaissance"
TIB_ideas:0 "Tibetan Ideas"
vajrayana_buddhism:0 "Vajrayana Buddhism"
bon_influence:0 "Bön Influence."
yaks:0 "Yaks!"
way_of_virtue:0 "The Way of Virtue"
potala_palace:0 "Potala Palace"
way_of_ancients:0 "The Way of the Ancients"
pale_earth:0 "The Pale Earth School"
dravidian_ideas:0 "South Indian Ideas"
merchants_of_southern_india:0 "Merchants of Southern India"
water_tanks_and_canals:0 "Water Tanks and Canals"
south_indian_mercenaries:0 "South Indian Mercenaries"
polygar_system:0 "Polygar System"
patronage_of_temples:0 "Patronage of Great Temples"
south_indian_literature:0 "South Indian Literature"
merchant_capitalists:0 "Merchant Capitalists"
ASS_ideas:0 "Assamese Ideas"
buranjis:0 "The Buranjis"
wet_rice_cultivation:0 "Wet Rice Cultivation"
river_warfare:0 "River Warfare"
reform_paik_system:0 "Reform the Paik System"
process_of_appeal:0 "Process of Appeal"
ahom_land_survey:0 "Land Survey"
ahom_diplomacy:0 "Ahom Diplomacy"
gujarati_ideas:1 "Gujarati Princedom Ideas"
garba:0 "Garba!"
jain_routes:0 "Jain Connections"
gujarati_lipi:0 "Gujarati Lipi"
merchant_diaspora:0 "Gujarati Merchant Diaspora"
spice_trade:0 "Hub of the Indian Ocean Trade"
western_factors:0 "Foreign Merchants set up Factories"
guj_africa:0 "Gujarati Diaspora Descends on Africa"
TUS_ideas:0 "Tuscan Ideas"
birthplace_of_the_renaissance:0 "Birthplace of the Renaissance"
tuscan_condottieri:0 "Condottieri"
tuscan_banking:0 "Tuscan Banking"
tuscan_arts:0 "Patron of the Arts"
porto_franco:0 "Porto Franco"
tuscan_administrative_reforms:0 "Administrative Reforms"
tuscan_grand_duchy:0 "Territorial Ambition"
USA_ideas:0 "American Ideas"
freedom_of_religion:0 "Freedom of Religion"
usa_bill_of_rights:0 "Bill of Rights"
empire_of_liberty:0 "Empire of Liberty"
lessons_of_valley_forge:0 "Lessons of Valley Forge"
workshop_of_the_world:0 "Workshop of the World"
shining_city_on_a_hill:0 "Shining City on a Hill"
manifest_destiny:1 "Manifest Destiny"
SWI_ideas:0 "Swiss Ideas"
the_swiss_confederation:0 "The Swiss Confederation"
swiss_mercenaries:0 "Swiss Mercenaries"
alpine_defensiveness:0 "Alpine Defensiveness"
oasis_of_peace_and_prosperity:0 "Oasis of Peace and Prosperity"
swiss_tolerance:0 "Swiss Tolerance"
haven_for_refugees:0 "Haven for Refugees"
clockwork:0 "Clockwork"
irish_ideas:0 "Irish Ideas"
irish_endurance:0 "Irish Endurance"
the_clanns:0 "The Clanns"
more_than_irish:0 "More Than Irish"
innefectual_overlords:0 "Ineffectual Overlords"
foreign_nationals:0 "Foreign Nationals"
loyal_catholics:0 "Loyal Catholics"
unconquerable_ireland:0 "Unconquerable Ireland"
ire_gallowglasses:0 "Nationalized Gallowglass Septs"
ire_abundant_harvests:0 "Abundant Harvests"
SON_ideas:0 "Songhai Ideas"
gold_to_salt_trade:0 "Gold To Salt Trade"
independence_from_mali:0 "Independence from Mali"
jihad_against_the_pagans:0 "Jihad Against the Pagans"
sankore_madrassah:0 "Sankore Madrassah"
the_hajj:0 "The Hajj"
sharia:0 "Sharia"
trans_sahara_trade:0 "Trans-Sahara Trade"
BRI_ideas:0 "Breton Ideas"
legacy_of_breton_independence:0 "Legacy of Breton Independence"
estates_of_brittany:0 "The Estates of Brittany"
breton_march:0 "Breton March"
breton_catholicism:0 "Breton Catholicism"
protect_the_coastline:0 "Protect the Coastline"
league_of_the_public_weal:0 "League of the Public Weal"
catholicon:0 "The Catholicon"
malayan_ideas:0 "Malayan Sultanate Ideas"
indian_ocean_trade:0 "Indian Ocean Trade"
sufi_legacy:0 "Sufi Legacy"
mal_spice_islands:0 "Spice Islands"
classical_malay:0 "Classical Malay"
trading_fleets:0 "Trading Fleets"
heirs_of_pasai:0 "Heirs of Pasai"
settle_the_islands:0 "Settle the Islands"
arabian_ideas:0 "Arabian Ideas"
arab_indian_ocean_trade:0 "Indian Ocean Trade"
arabian_horses:0 "Arabian Horses"
land_of_the_prophet:0 "Land of the Prophet"
spreading_the_prophets_word:0 "Spreading the Prophet's Word"
bedouin_traders:0 "Bedouin Traders"
arab_clan_loyalties:0 "Clan Loyalties"
coffea_arabica:0 "Coffea Arabica"
arabia:0 "Arabia"
latin_ideas:0 "Italian Ideas"
italian_renaissance:0 "Italian Renaissance"
italian_condottieri:0 "Italian Condottieri"
italian_aristocracy:0 "Italian Aristocracy"
tracee_italienne:0 "Trace Italienne"
high_renaissance_art_and_architecture:0 "High Renaissance Art & Architecture"
italian_diplomacy:0 "Italian Diplomacy"
commedia_del_arte:0 "Commedia dell'arte"
NAJ_ideas:0 "Najdi Ideas"
bedouin_poets:0 "Bedouin Poets"
hanbali_school_ni:0 "Hanbali School"
ships_of_the_desert:0 "Ships of the Desert"
bedouin_raiders:0 "Bedouin Raiders"
arabian_horsemanship:0 "Arabian Horsemanship"
unite_the_tribes:0 "Unite the Tribes"
enforce_tawhid:0 "Enforce Tawhid"
HED_ideas:0 "Hejazi Ideas"
custodian_of_the_two_holy_cities:0 "Custodian of the Two Holy Cities"
hed_red_sea_trade:0 "Red Sea Trade"
sharifs_of_mecca:1 "Sharifs"
hed_desert_warfare:0 "Desert Warfare"
cradle_of_gold:0 "Cradle of Gold"
hajj:0 "Hajj"
successor_to_the_caliphate:0 "Successor to the Caliphate"
NPL_ideas:0 "Nepali Ideas"
divya_upadesh:0 "The Divya Upadesh"
land_of_peaks:0 "Land of Peaks"
valleys_united:0 "Our Valleys United"
rajput_refugees:0 "Rajput Refugees"
royal_kumari:0 "The Royal Kumari"
gurkha_recruits:0 "The Gurkhas"
envelopment_and_blockade:0 "Envelopment and Blockade "
KNI_ideas:0 "Knights Hospitaller Ideas"
defense_of_the_faith:0 "Defense of the Faith"
assistance_to_the_suffering:0 "Assistance to the Suffering"
the_tongues_of_knights:0 "The Tongues of Knights"
reconquista_of_the_sea:0 "Reconquista of the Sea"
ecumenical_defenders_of_christendom:0 "Ecumenical Defenders of Christendom."
scourge_of_the_corsairs:0 "Scourge of the Corsairs"
crusader_tradition:0 "Crusader Tradition"
KON_ideas:0 "Kongo Ideas"
kongolese_tax_exchange:0 "Kongolese Tax Exchange"
election_of_manikongos:0 "Election of Manikongos"
imported_european_weaponry:0 "Imported European Weaponry"
diplomacy_with_european_monarchs:0 "Diplomacy With European Monarchs"
triangle_trade:0 "The Triangle Trade"
foreign_demand_for_slaves:0 "Foreign Demand For Slaves"
defend_against_the_colonists:0 "Defend Against the Colonists"
colonial_ideas:0 "Colonial Ideas"
founding_fathers:0 "Founding Fathers"
continental_trade:0 "Continental Trade"
religious_outposts:0 "Religious Outposts"
free_thinkers:0 "Free Thinkers"
colonial_militia:0 "Colonial Militia"
new_frontiers:0 "New Frontiers"
liberty_heroes:0 "Liberty Heroes"
client_ideas:0 "Client State Ideas"
client_self_rule:0 "Self Rule"
foreign_tax_collectors:0 "Foreign Sheriffs"
fortified_borders:0 "Fortified Border"
mercantile_privileges:0 "Mercantile Privileges"
mercenary_recruitment_center:0 "Recruitment Centers"
magnate_landowners:0 "Foreign Magnates"
foreign_advisors_client:0 "Foreign Advisors"
MAL_ideas:0 "Malian Ideas"
restore_malian_suzerainity:0 "Restore Malian Suzerainty"
gold_of_bure:0 "Gold of Bure"
reclamation_of_land:0 "Reclamation of Land"
mandinka_warrior_spirit:0 "Mandinka Warrior Spirit"
lost_fleet_of_abubukari_ii:0 "Lost Fleet of Abubakari II"
seek_new_markets_for_salt:0 "Seek New Markets for Salt"
west_african_slave_trade:0 "West African Slave Trade"
native_ideas:0 "Native Ideas"
adopt_clan_totems:0 "Adopt Clan Totems"
the_little_war:0 "The Little War"
clan_mothers:0 "Clan Mothers"
counting_coups:0 "Counting Coups"
war_and_peace_chiefs:0 "War and Peace Chiefs"
storytelling_tradition:0 "Storytelling Tradition"
great_winter_hunts:0 "Great Winter Hunts"
HUR_ideas:0 "Huron Ideas"
birchback_canoes:0 "Birchbark Canoes"
feast_of_the_dead:0 "Feast of the Dead"
harsh_justice:0 "Harsh Justice"
great_lakes_trade:0 "Great Lakes Trade"
missionary_welcome:0 "Missionary Welcome"
hire_allied_warriors:0 "Hire Allied Warriors"
eldest_children:0 "Eldest Children"
IRO_ideas:0 "Iroquois Ideas"
kainerekowa:0 "Kainerekowa"
keepers_of_the_western_door:0 "Keepers of the Western Door"
keepers_of_the_eastern_door:0 "Keepers of the Eastern Door"
keepers_of_the_fire:0 "Keepers of the Fire"
mourning_wars:0 "Mourning Wars"
warriors_unity:0 "Warriors Unity"
the_four_kings:0 "The Four Kings"
CHICK_ideas:0 "Chickasaw Ideas"
moundbilders_legacy_CHE:0 "Moundbuilders Legacy"
moundbilders_legacy_CRE:0 "Moundbuilders Legacy"
moundbilders_legacy:0 "Moundbuilders Legacy"
nighttime_raids:0 "Nighttime Raids"
slave_raids:0 "Slave Raids"
swan_feathers_mantle:0 "Swan Feathers Mantle"
spartans_of_miss:0 "Spartans of the Lower Mississippi"
unconqured_and_unconquerable:0 "Unconquered and Unconquerable"
lessons_of_ackia:0 "Lessons of Ackia"
tolerance_idea:0 "Tolerance"
benign_diplomats:0 "Benign Diplomats"
CHE_ideas:0 "Cherokee Ideas"
massacre_of_the_anikutani:0 "Massacre of the Ani-Kutani"
red_chiefs:0 "Red Chiefs"
cherokee_adaptability:0 "Cherokee Adaptability"
ghigau:0 "Ghigau"
mountainous_isolation:0 "Mountainous Isolation"
cherokee_emperor:0 "Cherokee Emperor"
KUR_ideas:0 "Couronian Ideas"
legacy_of_sword_brethren:0 "Legacy of Sword Brethren"
privilegium_gotthardinum:0 "Privilegium Gotthardinum"
duchy_of_mercantilism:0 "Duchy of Mercantilism"
booming_manufacture:0 "Booming Manufacture"
couronian_colonization:0 "Couronian Colonization"
palaces_of_mitau:0 "Palaces of Mitau"
promote_the_curonian_kings:0 "Promote the Curonian Kings"
humanist_ideas:0 "Humanist Ideas"
local_traditions:0 "Local Traditions"
indirect_rule:0 "Indirect Rule"
cultural_ties:0 "Cultural Ties"
benevolence:0 "Benevolence"
influence_ideas:0 "Influence Ideas"
establish_cadet_branches:0 "Establish Cadet Branches"
tribute_system:0 "Tribute System"
integrated_elites:0 "Integrated Elites"
state_propaganda:0 "State Propaganda"
postal_service:0 "Postal Service"
marcher_lords:0 "Marcher Lords"
maritime_ideas:0 "Maritime Ideas"
boarding_parties:0 "Boarding Parties"
improved_rams:0 "Improved Rams"
naval_cadets:0 "Naval Cadets"
copper_bottoms:0 "Copper Bottoms"
escort_ships:0 "Corvettes"
expanded_supply_trains:0 "Expanded Supply Trains"
sheltered_ports:0 "Sheltered Ports"
diplomatic_corps:0 "Diplomatic Corps"
civil_servants:0 "Civil Service"
free_cities:0 "Free Cities"
inquisition:0 "Inquisition"
central_indic_ideas:1 "Gond Ideas"
securing_defenses_central_indic:0 "Securing Our Defenses"
tribal_religion_central_indic:0 "Tribal Religion"
tigers_and_elephants_central_indic:0 "Tigers and Elephants"
flexible_caste_central_indic:0 "Flexible Caste System"
raiding_the_plains_central_indic:0 "Raiding the Lowlands"
ancient_roots_central_indic:0 "Ancient Roots"
